PT. SINAR PURE FOODS INTERNATIONAL;;;;;;;;;;
Purchase Requisition Slip (PRS) Not Yet Purchase Order (PO);;;;;;;;;;
As Of February 11, 2026;;;;;;;;;;
;;;;;;;;;;
Canvasser Name: Erni Ending;;;;;;;;;;
Purchase Requisition Slip;;;Item;;;;;Department;;
35593;70420016143;24-03-2023;94532;INK REFILL FOR EPSON 3100 COLOR YELLOW;1,00;1,00;BTL;7042;Inventory Management;
35605;70460016148;24-03-2023;62152;STAINLESS STEEL CLEANER;0,00;5,00;LTR;7046;Engineering;
35617;70320016160;28-03-2023;51583;LOYANG PLASTIK TEBAL;0,00;6,00;PC;7032;Fixed Fish Procurement;
35673;70420016168;29-03-2023;50688;CELEMEK PLASTIC WARNA BIRU;0,00;100,00;PCS;7042;Inventory Management;
35747;70420016212;10-04-2023;90176;WIRELESS MOUSE LOGITECH ;0,00;1,00;PCS;7042;Inventory Management;
35750;70420016214;11-04-2023;94365;CAP STEMPEL FLAS;0,00;6,00;PCS;7042;Inventory Management;
35765;70320016223;14-04-2023;91257;HARPIC PEMBERSIH TOILET SEDANG @ 450ML;0,00;3,00;PCS;7032;Fixed Fish Procurement;
35820;70460016245;20-04-2023;56003;CEMENT TONASA 50 KG/SACK;0,00;12,00;SACK;7046;Engineering;
35826;70460016245;20-04-2023;61337;WELDING ROD S/S  3.2MM;10,00;2,00;KGS;7046;Engineering;
35894;70460016271;28-04-2023;61271;WELDING ROD SS 2.6MM;18,00;1,00;KGS;7046;Engineering;
35895;70460016271;28-04-2023;62012;CUTTING WHEEL 4 INCH FOR STAINLESS STEEL;0,00;5,00;PCS;7046;Engineering;
35896;70460016271;28-04-2023;65467;GRINDING WHEEL 4 NIPPON RESIBON;68,00;2,00;PCS;7046;Engineering;
35930;70440016290;04-05-2023;57856;Sikat Erlenmeyer;0,00;2,00;PCS;7044;Quality Assurance;
35931;70440016290;04-05-2023;52363;SIKAT TABUNG REAKSI KECIL;0,00;2,00;PCS;7044;Quality Assurance;
35959;70440016298;08-05-2023;10026;BATANG SEREH;0,00;0,50;KGS;7044;Quality Assurance;
36046;70460016332;16-05-2023;51333;WIRE TIRE BENDRAT;5,00;2,00;KGS;7046;Engineering;
36052;70460016336;17-05-2023;63949;DISPENCER ( COOL & HOT ) FOR AIR MINUM;0,00;1,00;UNIT;7046;Engineering;
36075;70460016346;22-05-2023;69092;CEMENT TONASA @ 50 KG / SACK;0,00;2,00;SACK;7046;Engineering;
36079;70460016346;22-05-2023;68383;PLASTIC SCREEN HIJAU @ 90CM X 25MTR/ROLL;0,00;1,00;ROLL;7046;Engineering;
36080;70460016346;22-05-2023;69000;TAPE VELCRO (PEREKAT KAIN) @ 1 INC 10MTR /ROLLGREEN COLOR;0,00;4,00;ROLL;7046;Engineering;
36128;70460016369;29-05-2023;56004;TRIPLEX 6 MM X 120 X 240 CM;1,00;50,00;SHEETS;7046;Engineering;
36129;70460016369;29-05-2023;62592;PAKU (NAIL) 4;3,00;4,00;KGS;7046;Engineering;
36130;70460016369;29-05-2023;60847;NAIL ( PAKU ) 3;0,00;4,00;KGS;7046;Engineering;
36131;70460016369;29-05-2023;51338;PAKU 2 INCH;0,00;2,00;KGS;7046;Engineering;
36132;70460016369;29-05-2023;60578;PAKU TRIPLEX , 1;0,00;4,00;KGS;7046;Engineering;
36160;70420016377;31-05-2023;52255;DAIMARU TAPE BROWN;28,00;216,00;ROLL;7042;Inventory Management;
36172;70420016387;02-06-2023;21301;EMPTY CAN 307 X 113 SIRENA IN OIL WITH CHILLI EOE LITHOGRAPH;249.000,00;156.000,00;SET;7042;Inventory Management;
36387;70460016459;21-06-2023;03747;SL/C FOR PEMBUATAN IMB BANGUNGAN RUANG MESIN COMPRESSOR;0,00;1,00;LOT;7046;Engineering;
36488;70460016498;03-07-2023;51963;PELAMPUNG KLOSET DUDUK;0,00;1,00;PCS;7046;Engineering;
36527;70440016509;05-07-2023;95236;PLASTIC LAMINATING UK.FOLIO;0,00;1,00;PACK;7044;Quality Assurance;
36544;70320016521;10-07-2023;56289;AUSTLON-TAD BAGS BLUE, HQB-10 CURVED SEAL;0,00;30.000,00;PCS;7032;Fixed Fish Procurement;
36588;70320016534;14-07-2023;91356;AMOXCILIN @ 100 TAB/DOS;0,00;1,00;DOS;7032;Fixed Fish Procurement;
36589;70320016534;14-07-2023;91357;AMPICILIN @100 TAB/DOS;0,00;1,00;DOS;7032;Fixed Fish Procurement;
36596;70320016535;14-07-2023;91316;VITAMIN C @ 80 TABLET;0,00;1,00;TIN;7032;Fixed Fish Procurement;
36606;70320016537;14-07-2023;91310;PREDNISON @ 100 TABLET;0,00;1,00;BTL;7032;Fixed Fish Procurement;
36578;70440016531;14-07-2023;10026;BATANG SEREH;0,00;0,90;KGS;7044;Quality Assurance;
36615;70420016542;17-07-2023;52255;DAIMARU TAPE BROWN;10,00;144,00;ROLL;7042;Inventory Management;
36647;70420016557;21-07-2023;99876;CATRIDGE CANON BLACK MX 397 (740);0,00;5,00;PCS;7042;Inventory Management;
36648;70420016557;21-07-2023;99877;CATRIDGE CANON COLOR MX 397 [741];0,00;5,00;PCS;7042;Inventory Management;
36663;70320016564;24-07-2023;54126;Baki Stainless kecil untuk pisau;0,00;2,00;PCS;7032;Fixed Fish Procurement;
36719;70440016592;02-08-2023;52467;HAIRNET NURSE'S CAP;0,00;100,00;DOS;7044;Quality Assurance;
36742;70440016604;07-08-2023;10026;BATANG SEREH;0,00;0,90;KGS;7044;Quality Assurance;
36755;70440016606;07-08-2023;10026;BATANG SEREH;0,00;0,90;KGS;7044;Quality Assurance;
36773;70480016614;08-08-2023;99995;Kemeja pria / wanita;0,00;126,00;PCS;7048;Human Resources Development;
36816;70460016627;14-08-2023;60733;CUTTING WHEEL 14 (RESIBON BRAND);36,00;2,00;PCS;7046;Engineering;
36817;70460016627;14-08-2023;62012;CUTTING WHEEL 4 INCH FOR STAINLESS STEEL;3,00;10,00;PCS;7046;Engineering;
36892;70440016662;23-08-2023;54541;CHLORINE LIQUID KADAR 12% @ 20 LTR ;0,00;1,00;PAIL;7044;Quality Assurance;
36918;70440016669;24-08-2023;10026;BATANG SEREH;0,00;0,20;KGS;7044;Quality Assurance;
36919;70440016669;24-08-2023;10021;YELOW GINGER LEAVE/DAUN KUNYIT;0,00;1,32;KGS;7044;Quality Assurance;
36978;70420016699;04-09-2023;99891;CATRIDGE CANON BLACK IP 1880;1,00;3,00;PCS;7042;Inventory Management;
37020;70440016715;08-09-2023;10026;BATANG SEREH;0,00;0,90;KGS;7044;Quality Assurance;
37042;70420016731;13-09-2023;10042;BLENDED OIL ;44.320,00;17.440,00;KGS;7042;Inventory Management;
37187;70440016796;27-09-2023;10026;BATANG SEREH;0,00;1,40;KGS;7044;Quality Assurance;
37165;70460016793;27-09-2023;62968;SCREW BOLT  (PAKU ATAP) 5 MM X 1 @100 PCS/BOX;1,00;5,00;BOX;7032;Fixed Fish Procurement;
37225;70440016801;02-10-2023;10026;BATANG SEREH;0,00;0,16;KGS;7044;Quality Assurance;
37248;70460016814;03-10-2023;69017;DOOR CLOSER TYPE DORMA @ FOR 45KG TO 65KG;0,00;1,00;SETS;7042;Inventory Management;
37321;70460016843;11-10-2023;03389;SL/C & TOOLS FOR PEKERJAAN PENGANTIAN RANGKA PLAFOND DAN PENUTUP PLAFOND ;2,00;1,00;LOT;7046;Engineering;
37342;70420016849;12-10-2023;91100;LEM POVINAL 117;2,00;6,00;BTL;7042;Inventory Management;
37362;70440016856;16-10-2023;10020;LEMON GRASS/DAUN LEMON;0,00;1,60;KGS;7044;Quality Assurance;
37363;70440016856;16-10-2023;10026;BATANG SEREH;0,00;1,40;KGS;7044;Quality Assurance;
37364;70440016856;16-10-2023;10021;YELOW GINGER LEAVE/DAUN KUNYIT;0,00;1,40;KGS;7044;Quality Assurance;
37401;70460016872;18-10-2023;63295;ALUMINIUM FOIL @ 45CM X 30MTR;0,00;6,00;ROLLS;7046;Engineering;
37462;70440016890;20-10-2023;10021;YELOW GINGER LEAVE/DAUN KUNYIT;0,00;0,50;KGS;7044;Quality Assurance;
37434;70460016884;20-10-2023;56500;NIPPON  PLATON WHITE @ 5KG/TINS;1,00;6,00;TIN;7046;Engineering;
37438;70460016884;20-10-2023;65468;CUTTING WHEEL 4  @ 20 PCS / BOX NIPPON RESIBON 30805 (Made in japan);1,00;2,00;BOXES;7046;Engineering;
37443;70460016886;20-10-2023;56003;CEMENT TONASA 50 KG/SACK;0,00;16,00;SACK;7046;Engineering;
37444;70460016886;20-10-2023;60147;GRAVEL (KRIKIL) SPLIT 1/2;0,00;2,00;M3;7046;Engineering;
37446;70460016886;20-10-2023;63154;PAPAN KAYU (NANTU MERAH) 30 CM X 4 MTR X 3 CM;2,00;2,00;SHEETS;7046;Engineering;
37447;70460016886;20-10-2023;63773;NAIL PAKU 2,5;0,00;1,00;KGS;7046;Engineering;
37448;70460016886;20-10-2023;61738;ROUND BAR SNI ? 12MM X 12MTR;0,00;20,00;LE;7046;Engineering;
37493;70460016895;23-10-2023;56500;NIPPON  PLATON WHITE @ 5KG/TINS;1,00;2,00;TIN;7046;Engineering;
37494;70460016895;23-10-2023;56501;NIPPON PLATON GRAY NP 823 @ 5KG/TINS;2,00;1,00;TIN;7046;Engineering;
37498;70460016897;23-10-2023;58116;S/S PLATE 304 X 1200MM X 2400MM X 2MM THICKNESS;0,00;1,00;SHEET;7046;Engineering;
37499;70460016897;23-10-2023;58223;S/S HOLLO 35MM X 35MM X 6MTR;0,00;4,00;LGTS;7046;Engineering;
37500;70460016897;23-10-2023;54229;ROUND BAR SS 10 MM;0,00;2,00;LGTS;7046;Engineering;
37501;70460016897;23-10-2023;60733;CUTTING WHEEL 14 (RESIBON BRAND);33,00;2,00;PCS;7046;Engineering;
37502;70460016897;23-10-2023;62012;CUTTING WHEEL 4 INCH FOR STAINLESS STEEL;0,00;30,00;PCS;7046;Engineering;
37503;70460016897;23-10-2023;65467;GRINDING WHEEL 4 NIPPON RESIBON;30,00;10,00;PCS;7046;Engineering;
37504;70460016897;23-10-2023;61271;WELDING ROD SS 2.6MM;17,00;25,00;KGS;7046;Engineering;
37505;70460016897;23-10-2023;62152;STAINLESS STEEL CLEANER;0,00;1,00;LTR;7046;Engineering;
37559;70440016917;27-10-2023;10026;BATANG SEREH;0,00;1,80;KGS;7044;Quality Assurance;
37560;70440016917;27-10-2023;10021;YELOW GINGER LEAVE/DAUN KUNYIT;0,00;1,80;KGS;7044;Quality Assurance;
37612;70420016943;01-11-2023;93210;Miscellanous billing;0,00;10,00;Pads;7042;Inventory Management;
37613;70420016944;01-11-2023;90061;PAPER LETTERHEAD KWARTO;0,00;5,00;REAMS;7042;Inventory Management;
37644;70460016954;03-11-2023;56501;NIPPON PLATON GRAY NP 823 @ 5KG/TINS;2,00;1,00;TIN;7046;Engineering;
37645;70460016954;03-11-2023;56485;Nippon Platon Paint Primier Oxide @ 5 Kg;0,00;1,00;TIN;7046;Engineering;
37646;70460016954;03-11-2023;59636;Nippon Platon Paint Silver @ 5 Kg ;6,00;1,00;TIN;7046;Engineering;
37647;70460016954;03-11-2023;56500;NIPPON  PLATON WHITE @ 5KG/TINS;2,00;1,00;TIN;7046;Engineering;
37648;70460016954;03-11-2023;50054;KUAS ROLL 10 CM;4,00;3,00;ROLL;7046;Engineering;
37649;70460016954;03-11-2023;52675;KUAS TANGAN 3 INC;5,00;3,00;PC;7046;Engineering;
37650;70460016954;03-11-2023;56389;THINNER COBRA HITAM @4 LTR/TIN;-95,00;1,00;TIN;7046;Engineering;
37651;70460016954;03-11-2023;50995;NIPPON PLATON GREEN NP 1546 @ 5KG/ TINS;0,00;1,00;TIN;7046;Engineering;
37690;70460016972;07-11-2023;51477;PAVING STONE K -100, UK 6CM X 10CM X 20CM;0,00;500,00;PCS;7046;Engineering;
37728;70480016990;09-11-2023;95895;GUNTING KECIL;0,00;4,00;PCS;7048;Human Resources Development;
37731;70480016991;09-11-2023;92246;GELAS UNTUK CUCI MATA;0,00;5,00;PCS;7048;Human Resources Development;
37735;70480016991;09-11-2023;94360;LOG BOOK SMALL;0,00;5,00;PCS;7048;Human Resources Development;
37779;70440017003;11-11-2023;10026;BATANG SEREH;0,00;1,80;KGS;7044;Quality Assurance;
37780;70440017003;11-11-2023;10021;YELOW GINGER LEAVE/DAUN KUNYIT;0,00;1,80;KGS;7044;Quality Assurance;
37824;70460017031;17-11-2023;60220;MATA KRAN LEHER ANGSA;0,00;2,00;PCS;7046;Engineering;
37825;70460017031;17-11-2023;69567;SELANG FLEKSIBEL;0,00;2,00;PCS;7046;Engineering;
37889;70460017056;22-11-2023;62968;SCREW BOLT  (PAKU ATAP) 5 MM X 1 @100 PCS/BOX;0,00;4,00;BOX;7046;Engineering;
37890;70460017056;22-11-2023;60733;CUTTING WHEEL 14 (RESIBON BRAND);32,00;1,00;PCS;7046;Engineering;
37891;70460017056;22-11-2023;62012;CUTTING WHEEL 4 INCH FOR STAINLESS STEEL;0,00;10,00;PCS;7046;Engineering;
37892;70460017056;22-11-2023;65467;GRINDING WHEEL 4 NIPPON RESIBON;35,00;5,00;PCS;7046;Engineering;
37893;70460017056;22-11-2023;65911;WELDING ROD RB ? 3,2 MM;23,00;10,00;KGS;7046;Engineering;
37894;70460017056;22-11-2023;56485;Nippon Platon Paint Primier Oxide @ 5 Kg;4,00;1,00;TIN;7046;Engineering;
37895;70460017056;22-11-2023;54098;NIPPON PLATON BLACK NP 823 @3.7 KG/TINS;0,00;1,00;TINS;7046;Engineering;
37896;70460017056;22-11-2023;56389;THINNER COBRA HITAM @4 LTR/TIN;-95,00;1,00;TIN;7046;Engineering;
37897;70460017056;22-11-2023;52675;KUAS TANGAN 3 INC;1,00;2,00;PC;7046;Engineering;
37966;70460017079;24-11-2023;03448;SL/C TOOLS & MATERIALS FOR FABRICATION  BIN FOR WATER S/S;0,00;1,00;UNIT;7046;Engineering;
37978;70420017088;27-11-2023;10004;SALT TYPE KIB GS 32 DS-6;700,00;600,00;KGS;7042;Inventory Management;
37997;70440017097;29-11-2023;10026;BATANG SEREH;0,00;0,50;KGS;7044;Quality Assurance;
38016;70440017102;30-11-2023;10026;BATANG SEREH;0,00;1,40;KGS;7044;Quality Assurance;
38052;70360017114;04-12-2023;98881;MISTAR / RULER 30 CM;0,00;3,00;PCS;7036;Marketing/Export;
38054;70360017114;04-12-2023;95895;GUNTING KECIL;0,00;2,00;PCS;7036;Marketing/Export;
38055;70360017114;04-12-2023;90335;STAMPEL CAP SPFI ;0,00;2,00;PCS;7036;Marketing/Export;
38094;70440017134;07-12-2023;63295;ALUMINIUM FOIL @ 45CM X 30MTR;0,00;2,00;ROLLS;7044;Quality Assurance;
38154;70440017155;08-12-2023;10021;YELOW GINGER LEAVE/DAUN KUNYIT;0,00;0,10;KGS;7044;Quality Assurance;
38219;70460017175;13-12-2023;00231;SL/C FOR ABSORB SEPTIK TANK  TOILET FEMALE & MALE ;10,00;2,00;TRIP;7046;Engineering;
38254;70420017186;15-12-2023;57445;SABUN CAIR TEEPOL [ 5 LITER/ GALON ];1,00;5,00;GLN;7042;Inventory Management;
38259;70420017187;15-12-2023;90299;MAP DIAMOND;0,00;50,00;PCS;7042;Inventory Management;
38261;70420017188;15-12-2023;91089;CUTTER BIG;0,00;3,00;PCS;7042;Inventory Management;
38262;70420017188;15-12-2023;90203;CUTTER REFILL BIG ;0,00;3,00;PACK;7042;Inventory Management;
38263;70420017188;15-12-2023;90706;GUNTING;0,00;2,00;PCS;7042;Inventory Management;
38277;70420017194;15-12-2023;96389;CATRIDGE CANON COLOR MX 397 (740);0,00;4,00;PCS;7042;Inventory Management;
38278;70420017194;15-12-2023;99876;CATRIDGE CANON BLACK MX 397 (740);0,00;4,00;PCS;7042;Inventory Management;
38427;70460017272;12-01-2024;53945;KARET FOR KAKI MEJA BESI , UKURAN 1.5 INC (APERSAMPLE);0,00;12,00;PCS;7046;Engineering;
38560;70420017329;24-01-2024;91007;ENVELOPE BROWN UK.KWARTO;0,00;100,00;PCS;7042;Inventory Management;
38586;70320017349;31-01-2024;91257;HARPIC PEMBERSIH TOILET SEDANG @ 450ML;0,00;3,00;PCS;7032;Fixed Fish Procurement;
38596;70460017354;01-02-2024;50063;JACKET FOR CLOD STORAGE;0,00;2,00;PCS;7046;Engineering;
38687;70460017401;09-02-2024;03519;SL/C TOOLS & MATERIALS FOR MANUFACTURING NEW DRYER MACHINE FOUNDATIONS;0,00;1,00;LOT;7046;Engineering;
38709;70480017418;13-02-2024;51235;KETEL AIR LISTRIK;0,00;1,00;PC;7048;Human Resources Development;
38733;70460017437;16-02-2024;51963;PELAMPUNG KLOSET DUDUK;0,00;1,00;PCS;7046;Engineering;
38735;70460017439;19-02-2024;55306;SikaTop 144 (komponen A & Komponen B);0,00;2,00;SET;7046;Engineering;
38736;70460017439;19-02-2024;55302;Sikatop 121 5 Kg kompone C;0,00;2,00;TINS;7046;Engineering;
38737;70460017439;19-02-2024;55303;Sikatop 121 5 Kg kompone D;0,00;2,00;TINS;7046;Engineering;
38758;70440017447;20-02-2024;10026;BATANG SEREH;0,00;0,90;KGS;7044;Quality Assurance;
38834;70420017481;28-02-2024;90256;CARTDRIDGE CANON iP 2770  COLOUR (811);2,00;3,00;PCS;7042;Inventory Management;
38881;70460017490;01-03-2024;65468;CUTTING WHEEL 4  @ 20 PCS / BOX NIPPON RESIBON 30805 (Made in japan);3,00;1,00;BOXES;7046;Engineering;
38882;70460017490;01-03-2024;65467;GRINDING WHEEL 4 NIPPON RESIBON;0,00;2,00;PCS;7046;Engineering;
38926;70420017522;08-03-2024;10004;SALT TYPE KIB GS 32 DS-6;2.050,00;2.000,00;KGS;7042;Inventory Management;
38945;70560017533;12-03-2024;53245;MAGIC COM PHILIPS;0,00;1,00;UNIT;7056;It;
38946;70560017533;12-03-2024;50135;PLASTIC BROOM / SAPU PLASTIC;15,00;1,00;PCS;7056;It;
38969;70440017542;13-03-2024;50881;HAND GLOVE COTTON (BLACK);5,00;6,00;PAIRS;7044;Quality Assurance;
38966;70460017540;13-03-2024;98898;PAKU RIVETS, 4MM X 1 INC @ 1000PCS/BOX;0,00;1,00;BOX;7046;Engineering;
38978;70420017548;15-03-2024;10042;BLENDED OIL ;0,00;22.000,00;KGS;7042;Inventory Management;
39015;70480017559;18-03-2024;95895;GUNTING KECIL;0,00;6,00;PCS;7048;Human Resources Development;
39017;70480017559;18-03-2024;91074;PINSET;0,00;7,00;PCS;7048;Human Resources Development;
39024;70480017560;18-03-2024;94360;LOG BOOK SMALL;0,00;11,00;PCS;7048;Human Resources Development;
39039;70320017570;20-03-2024;90078;CALCULATOR 14 DIGIT;0,00;1,00;PCS;7032;Fixed Fish Procurement;
39069;70420017586;21-03-2024;42205;LABEL 603/YFO PANTAI MANADO 603 IKAN TUNA FLAKE DALAM MINYAK;500,00;2.000,00;PCS;7042;Inventory Management;
39070;70420017586;21-03-2024;41235;LABELS 603/TCO PANTAI MANADO TUNA CHUNK IN OIL (UV COATED);0,00;2.000,00;PCS;7042;Inventory Management;
39084;70440017592;22-03-2024;10026;BATANG SEREH;0,00;1,40;KGS;7044;Quality Assurance;
39090;70460017594;22-03-2024;54228;STICKER SIMBOL BAHAYA, LISTRIK;0,00;20,00;PCS;7046;Engineering;
39096;70460017599;25-03-2024;54793;STICKER SIMBOL BAHAYA, KESEHATAN DAN KELAMATAN & KERJA;0,00;5,00;PCS;7046;Engineering;
39149;70420017621;01-04-2024;54004;Gayung Air;1,00;6,00;PCS;7042;Inventory Management;
39155;70420017622;01-04-2024;58793;RED PEN CAPSULE FOR ABB CHART TYPE L;0,00;10,00;PCS;7042;Inventory Management;
39198;70630017650;16-04-2024;90074;KEYBOARD COMPUTER;0,00;1,00;PCS;7063;Variable Viand Tuna;
39229;70440017664;17-04-2024;10026;BATANG SEREH;0,00;0,90;KGS;7044;Quality Assurance;
39268;70420017687;25-04-2024;90032;CONTINOUS FORM LETTER HEAD;0,00;6,00;BOX;7042;Inventory Management;
39269;70420017687;25-04-2024;90614;SUMMARY OF WEIGHT SLIP FROZEN OF CS;2,00;20,00;PADS;7042;Inventory Management;
39288;70460017695;29-04-2024;03482;SLC & MTRIAL FOR RECONDITIONS OF CYCLONE COOLING CONVEYOR NEW;0,00;1,00;LOT;7046;Engineering;
39310;70440017704;02-05-2024;10020;LEMON GRASS/DAUN LEMON;0,00;1,10;KGS;7044;Quality Assurance;
39311;70440017704;02-05-2024;10026;BATANG SEREH;0,00;0,90;KGS;7044;Quality Assurance;
39371;70560017736;10-05-2024;90179;KEYBOARD + MOUSE;0,00;1,00;SET;7056;It;
39390;70460017745;13-05-2024;69068;PD 35 (BMT. 0,30) A 935 P. 7,70 MTR FASCIA BLUE;0,00;50,00;SHEET;7046;Engineering;
39391;70460017745;13-05-2024;68412;PD 35 (BMT 0,30) A 935 P. 4,00 MTR FASCIA BLUE;0,00;50,00;SHEET;7046;Engineering;
39392;70460017745;13-05-2024;63597;PD 35 (BMT 0.30 ) A 935,P.6.00 MTR FASCIA BLUE;0,00;350,00;SHEET;7046;Engineering;
39397;70460017746;13-05-2024;58775;S/S PLATE 304 X 1200MM X 2400MM X 10 MM THICKNES;0,00;0,50;SHEET;7046;Engineering;
39407;70440017752;15-05-2024;51220;Veratox Histamine Kit Tuna Pack - 12W , 9506;0,00;0,50;PACK;7044;Quality Assurance;
39438;70420017768;16-05-2024;93257;TISSUE KASAR JOLY;10,00;24,00;PCS;7042;Inventory Management;
39448;70440017775;16-05-2024;63292;PLYWOOD 3 MM X 1.2 X 2,4 CM;0,00;2,00;SHEETS;7044;Quality Assurance;
39488;70420017798;23-05-2024;91279;Tinta Printer Epson L210 (T664) Black;1,00;3,00;PCS;7042;Inventory Management;
39494;70440017800;24-05-2024;70091;STAPHYLOCOCCUS MEDIUM NO.110 (OXOID) CM0145B @ 500 GR;0,00;1,00;BTL;7044;Quality Assurance;
39516;70320017816;30-05-2024;50653;KESET KAKI;0,00;6,00;PCS;7032;Fixed Fish Procurement;
39517;70320017816;30-05-2024;52364;TOPI HAIRNET;0,00;200,00;PCS;7032;Fixed Fish Procurement;
39513;70420017813;30-05-2024;66065;PAKU GYPSUM, @500 PCS/BOX;0,00;2,00;BOX;7042;Inventory Management;
39523;70420017821;31-05-2024;55425;HAIRNET ( disposal );0,00;75,00;PCS;7042;Inventory Management;
39524;70420017821;31-05-2024;55450;SHOE COVER;0,00;75,00;PAIRS;7042;Inventory Management;
39544;70460017831;31-05-2024;52270;SARINGAN LANTAI PVC 10CM X 10 CM as sampel;0,00;1,00;PCS;7046;Engineering;
39574;70420017843;04-06-2024;54004;Gayung Air;1,00;5,00;PCS;7042;Inventory Management;
39604;70320017855;05-06-2024;91359;NEOZEP @100 TAB/DOS;0,00;2,00;DOS;7032;Fixed Fish Procurement;
39641;70320017873;07-06-2024;52496;TEMPAT GANTUNGAN HANGER?BAJU;0,00;1,00;PCS;7032;Fixed Fish Procurement;
39662;70420017886;10-06-2024;50011;CONE THREAD;6,00;24,00;ROLL;7042;Inventory Management;
39678;70420017892;11-06-2024;51585;MAKE UP TYPE A;12,00;24,00;LTR;7042;Inventory Management;
39685;70460017898;12-06-2024;52208;WASTAFEL KERAMIK 40CM X 50CM;0,00;1,00;DOZ;7046;Engineering;
39686;70460017898;12-06-2024;63632;FLEXIBLE HOSE PIPE 1/2 ? X 40 CM;0,00;1,00;SETS;7046;Engineering;
39687;70460017898;12-06-2024;60220;MATA KRAN LEHER ANGSA;0,00;1,00;PCS;7046;Engineering;
39701;70420017908;13-06-2024;53669;PLASTIC WRAP LEBAR 60 CM PANJANG 500 MTR ;11,00;100,00;ROLL;7042;Inventory Management;
39704;70460017910;14-06-2024;68559;RELL SLIDING DOOR + ACCESORIES & STAPER (PENAHAN PINTU);0,00;2,00;SETS;7046;Engineering;
39713;70460017916;18-06-2024;69050;GYPSUM, 10MM X 120CM X 240CM;0,00;3,00;SHEET;7046;Engineering;
39714;70460017916;18-06-2024;66419;KAIN HAS (FOR GYPSUM);1,00;2,00;PCS;7046;Engineering;
39715;70460017916;18-06-2024;50054;KUAS ROLL 10 CM;0,00;2,00;ROLL;7046;Engineering;
39716;70460017916;18-06-2024;68020;SCREW GYPSUM, 3MM X 1 INC @ 500 PCS/BOX;0,00;1,00;BOX;7046;Engineering;
39750;70460017935;24-06-2024;69092;CEMENT TONASA @ 50 KG / SACK;0,00;30,00;SACK;7046;Engineering;
39751;70460017935;24-06-2024;60147;GRAVEL (KRIKIL) SPLIT 1/2;0,00;3,00;M3;7046;Engineering;
39752;70460017935;24-06-2024;51330;PASIR PLESTER [SAND];0,00;1,00;TRUCK;7046;Engineering;
39753;70460017935;24-06-2024;61421;WIRE MESH 6 MM (2.10 M X 5,10M);0,00;1,00;SHTS;7046;Engineering;
39754;70460017935;24-06-2024;58268;PIPA PVC WAVIN  8 INC X 4MTR;0,00;7,00;LGTS;7046;Engineering;
39755;70460017935;24-06-2024;60014;PIPA PVC 4 INCHI WAVIN;0,00;2,00;LGTS;7046;Engineering;
39756;70460017935;24-06-2024;54458;PVC GLUE 1 KG;0,00;5,00;TIN;7046;Engineering;
39757;70460017935;24-06-2024;56443;CLOSED DUDUK UK. BESAR;0,00;1,00;SET;7046;Engineering;
39786;70440017945;26-06-2024;10026;BATANG SEREH;0,00;1,80;KGS;7044;Quality Assurance;
39811;70420017955;27-06-2024;51128;ETHOXYQUIN;0,00;50,00;KG;7042;Inventory Management;
39837;70420017968;02-07-2024;90401;KEYBOARD KOMPUTER LOGITECH;0,00;1,00;PCS;7042;Inventory Management;
39928;70440018006;11-07-2024;10020;LEMON GRASS/DAUN LEMON;0,00;2,10;KGS;7044;Quality Assurance;
39929;70440018006;11-07-2024;10026;BATANG SEREH;0,00;1,80;KGS;7044;Quality Assurance;
39939;70420018012;12-07-2024;91012;STABILO;0,00;6,00;PCS;7042;Inventory Management;
39940;70420018012;12-07-2024;90580;FILING FOLDER;0,00;100,00;PCS;7042;Inventory Management;
39942;70420018012;12-07-2024;90643;BINDER CLIPS, 155 (BIG);0,00;10,00;DOS;7042;Inventory Management;
39997;70320018047;18-07-2024;58964;DRUM;0,00;20,00;DRUM;7032;Fixed Fish Procurement;
39989;70420018042;18-07-2024;51800;DETERGENT DAIA PUTIH @1.6KG/BAGS;15,00;60,00;BAGS;7042;Inventory Management;
39985;70460018039;18-07-2024;53128;S/S WIREMES TEBAL ,3MM X 120CM X 240CM  ( UK. HOLL,  40MM / 40MM );0,00;1,00;SHEET;7046;Engineering;
40007;70420018055;19-07-2024;90130;SPIDOL SNOWMAN SMALL;0,00;24,00;PCS;7042;Inventory Management;
40012;70480018059;22-07-2024;91945;BENDERA MERAH PUTIH UK.90 CM X 120 CM;5,00;6,00;PCS;7048;Human Resources Development;
40042;70460018080;25-07-2024;50054;KUAS ROLL 10 CM;0,00;4,00;ROLL;7046;Engineering;
40043;70460018080;25-07-2024;52677;KUAS TANGAN 2 INC;0,00;4,00;PC;7046;Engineering;
40124;70460018119;05-08-2024;58101;S/S UNP 304 40MM X 80MM X 40MM X 4MM  X6MTR;0,00;12,00;LGTS;7046;Engineering;
40175;70440018150;12-08-2024;90154;MASKER SENSI @50 PCS;0,00;4,00;DOS;7044;Quality Assurance;
40235;70460018186;20-08-2024;56941;HANDLE PINTU KACA  ( S/S 304 TYPE BULAT, 600MM);0,00;1,00;PCS;7046;Engineering;
40286;70460018219;28-08-2024;04343;SL/C TOOLS & MATERIALS FOR PEKERJAAN PEMBUATAN TANGGAH STAINLISTIL FOR CPF;0,00;1,00;LOT;7046;Engineering;
40298;70420018228;29-08-2024;50620;CAUSTIC SODA FLAKE @ 25 KG;1,00;5,00;SACKS;7042;Inventory Management;
